Taxon	Taxon	Taxon	barcode03	barcode03	barcode03	barcode15	barcode15	barcode15	barcode50	barcode50	barcode50	barcode62	barcode62	barcode62	barcode74	barcode74	barcode74	stringent_demultiplex_barcode03	stringent_demultiplex_barcode03	stringent_demultiplex_barcode03	stringent_demultiplex_barcode15	stringent_demultiplex_barcode15	stringent_demultiplex_barcode15	stringent_demultiplex_barcode50	stringent_demultiplex_barcode50	stringent_demultiplex_barcode50	stringent_demultiplex_barcode62	stringent_demultiplex_barcode62	stringent_demultiplex_barcode62	stringent_demultiplex_barcode74	stringent_demultiplex_barcode74	stringent_demultiplex_barcode74
Actinobacillus	713	genus	66.0	7.0	76.9090909090909	0.0	0.0	-inf	140.0	36.0	64.87142857142857	86.0	4.0	67.5813953488372	31.0	7.0	67.93548387096774	66.0	7.0	76.9090909090909	0.0	0.0	-inf	140.0	36.0	64.87142857142857	86.0	4.0	67.5813953488372	31.0	7.0	67.93548387096774
Actinobacillus pleuropneumoniae	715	species	6.0	6.0	70.16666666666667	0.0	0.0	-inf	47.0	24.0	60.191489361702125	11.0	11.0	67.81818181818181	17.0	4.0	69.0	6.0	6.0	70.16666666666667	0.0	0.0	-inf	47.0	24.0	60.191489361702125	11.0	11.0	67.81818181818181	17.0	4.0	69.0
Actinobacillus pleuropneumoniae serovar 1	40325	no_rank	0.0	0.0	-inf	0.0	0.0	-inf	9.0	0.0	61.66666666666666	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	9.0	0.0	61.66666666666666	0.0	0.0	-inf	0.0	0.0	-inf
Actinobacillus pleuropneumoniae serovar 1 str. 4074	228399	strain	0.0	0.0	-inf	0.0	0.0	-inf	9.0	9.0	61.66666666666666	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	9.0	9.0	61.66666666666666	0.0	0.0	-inf	0.0	0.0	-inf
Actinobacillus pleuropneumoniae serovar 7	209841	no_rank	0.0	0.0	-inf	0.0	0.0	-inf	14.0	0.0	64.21428571428571	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	14.0	0.0	64.21428571428571	0.0	0.0	-inf	0.0	0.0	-inf
Actinobacillus pleuropneumoniae serovar 7 str. AP76	537457	strain	0.0	0.0	-inf	0.0	0.0	-inf	14.0	14.0	64.21428571428571	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	14.0	14.0	64.21428571428571	0.0	0.0	-inf	0.0	0.0	-inf
Actinobacillus pleuropneumoniae serovar 3	434270	no_rank	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	13.0	0.0	69.15384615384616	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	13.0	0.0	69.15384615384616
Actinobacillus pleuropneumoniae serovar 3 str. JL03	434271	strain	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	13.0	13.0	69.15384615384616	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	13.0	13.0	69.15384615384616
Actinobacillus suis	716	species	45.0	42.0	78.82222222222222	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	45.0	42.0	78.82222222222222	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Actinobacillus suis H91-0380	696748	strain	1.0	1.0	64.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	64.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Actinobacillus suis ATCC 33415	743972	strain	2.0	2.0	70.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	2.0	2.0	70.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Actinobacillus equuli	718	species	1.0	0.0	75.0	0.0	0.0	-inf	17.0	17.0	60.0	61.0	42.0	66.19672131147541	6.0	6.0	65.33333333333333	1.0	0.0	75.0	0.0	0.0	-inf	17.0	17.0	60.0	61.0	42.0	66.19672131147541	6.0	6.0	65.33333333333333
Actinobacillus equuli subsp. equuli	202947	subspecies	1.0	1.0	75.0	0.0	0.0	-inf	0.0	0.0	-inf	19.0	19.0	65.26315789473684	0.0	0.0	-inf	1.0	1.0	75.0	0.0	0.0	-inf	0.0	0.0	-inf	19.0	19.0	65.26315789473684	0.0	0.0	-inf
Actinobacillus lignieresii	720	species	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	87.0	1.0	1.0	51.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	87.0	1.0	1.0	51.0	0.0	0.0	-inf
Actinobacillus indolicus	51049	species	3.0	3.0	64.33333333333333	0.0	0.0	-inf	8.0	8.0	79.5	0.0	0.0	-inf	0.0	0.0	-inf	3.0	3.0	64.33333333333333	0.0	0.0	-inf	8.0	8.0	79.5	0.0	0.0	-inf	0.0	0.0	-inf
Actinobacillus delphinicola	51161	species	0.0	0.0	-inf	0.0	0.0	-inf	10.0	10.0	60.8	3.0	3.0	63.66666666666666	1.0	1.0	71.0	0.0	0.0	-inf	0.0	0.0	-inf	10.0	10.0	60.8	3.0	3.0	63.66666666666666	1.0	1.0	71.0
Actinobacillus porcitonsillarum	189834	species	3.0	3.0	82.0	0.0	0.0	-inf	19.0	19.0	82.10526315789474	0.0	0.0	-inf	0.0	0.0	-inf	3.0	3.0	82.0	0.0	0.0	-inf	19.0	19.0	82.10526315789474	0.0	0.0	-inf	0.0	0.0	-inf
unclassified Actinobacillus	2644856	no_rank	1.0	0.0	85.0	0.0	0.0	-inf	2.0	0.0	79.5	6.0	0.0	82.5	0.0	0.0	-inf	1.0	0.0	85.0	0.0	0.0	-inf	2.0	0.0	79.5	6.0	0.0	82.5	0.0	0.0	-inf
Actinobacillus sp. GY-402	2774188	species	1.0	1.0	85.0	0.0	0.0	-inf	2.0	2.0	79.5	6.0	6.0	82.5	0.0	0.0	-inf	1.0	1.0	85.0	0.0	0.0	-inf	2.0	2.0	79.5	6.0	6.0	82.5	0.0	0.0	-inf
Haemophilus	724	genus	33.0	1.0	68.93939393939394	0.0	0.0	-inf	36.0	1.0	78.80555555555556	18.0	0.0	67.44444444444444	7.0	0.0	85.85714285714286	33.0	1.0	68.93939393939394	0.0	0.0	-inf	36.0	1.0	78.80555555555556	18.0	0.0	67.44444444444444	7.0	0.0	85.85714285714286
Haemophilus haemolyticus	726	species	1.0	1.0	46.0	0.0	0.0	-inf	3.0	3.0	79.66666666666667	2.0	2.0	28.5	1.0	1.0	93.0	1.0	1.0	46.0	0.0	0.0	-inf	3.0	3.0	79.66666666666667	2.0	2.0	28.5	1.0	1.0	93.0
Haemophilus influenzae	727	species	18.0	18.0	64.72222222222223	0.0	0.0	-inf	1.0	1.0	79.0	3.0	3.0	68.33333333333333	0.0	0.0	-inf	18.0	18.0	64.72222222222223	0.0	0.0	-inf	1.0	1.0	79.0	3.0	3.0	68.33333333333333	0.0	0.0	-inf
Haemophilus parainfluenzae	729	species	8.0	8.0	78.5	0.0	0.0	-inf	14.0	14.0	69.85714285714286	4.0	4.0	57.5	4.0	4.0	84.75	8.0	8.0	78.5	0.0	0.0	-inf	14.0	14.0	69.85714285714286	4.0	4.0	57.5	4.0	4.0	84.75
[Haemophilus] ducreyi	730	species	0.0	0.0	-inf	0.0	0.0	-inf	14.0	14.0	87.28571428571429	9.0	9.0	80.22222222222223	2.0	2.0	84.5	0.0	0.0	-inf	0.0	0.0	-inf	14.0	14.0	87.28571428571429	9.0	9.0	80.22222222222223	2.0	2.0	84.5
Haemophilus parahaemolyticus	735	species	4.0	4.0	70.25	0.0	0.0	-inf	3.0	3.0	76.0	0.0	0.0	-inf	0.0	0.0	-inf	4.0	4.0	70.25	0.0	0.0	-inf	3.0	3.0	76.0	0.0	0.0	-inf	0.0	0.0	-inf
Haemophilus pittmaniae	249188	species	1.0	1.0	61.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	61.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Pasteurella	745	genus	927.0	21.0	82.23624595469256	1.0	0.0	16.0	182.0	1.0	85.86813186813187	418.0	3.0	82.0909090909091	76.0	0.0	80.85526315789474	925.0	21.0	82.24108108108108	1.0	0.0	16.0	182.0	1.0	85.86813186813187	418.0	3.0	82.0909090909091	76.0	0.0	80.85526315789474
Pasteurella multocida	747	species	873.0	476.0	82.30469644902635	0.0	0.0	-inf	177.0	147.0	85.62711864406779	414.0	257.0	82.06038647342996	75.0	45.0	81.73333333333333	871.0	475.0	82.30998851894374	0.0	0.0	-inf	177.0	147.0	85.62711864406779	414.0	257.0	82.06038647342996	75.0	45.0	81.73333333333333
Pasteurella multocida subsp. multocida	44283	subspecies	387.0	5.0	83.71059431524549	0.0	0.0	-inf	30.0	2.0	85.83333333333333	154.0	0.0	87.68831168831169	30.0	1.0	88.53333333333333	386.0	5.0	83.72797927461141	0.0	0.0	-inf	30.0	2.0	85.83333333333333	154.0	0.0	87.68831168831169	30.0	1.0	88.53333333333333
Pasteurella multocida subsp. multocida str. Pm70	272843	strain	18.0	18.0	78.61111111111111	0.0	0.0	-inf	11.0	11.0	85.18181818181819	0.0	0.0	-inf	0.0	0.0	-inf	18.0	18.0	78.61111111111111	0.0	0.0	-inf	11.0	11.0	85.18181818181819	0.0	0.0	-inf	0.0	0.0	-inf
Pasteurella multocida subsp. multocida str. 3480	584721	strain	3.0	3.0	69.33333333333333	0.0	0.0	-inf	0.0	0.0	-inf	2.0	2.0	70.5	0.0	0.0	-inf	3.0	3.0	69.33333333333333	0.0	0.0	-inf	0.0	0.0	-inf	2.0	2.0	70.5	0.0	0.0	-inf
Pasteurella multocida subsp. multocida str. HN06	1132496	strain	2.0	2.0	69.5	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	2.0	2.0	69.5	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Pasteurella multocida subsp. multocida str. HB03	1147130	strain	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	77.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	77.0	0.0	0.0	-inf
Pasteurella multocida subsp. multocida OH4807	1304873	strain	359.0	359.0	84.36768802228413	0.0	0.0	-inf	17.0	17.0	85.3529411764706	151.0	151.0	87.98675496688742	28.0	28.0	89.64285714285714	358.0	358.0	84.38826815642459	0.0	0.0	-inf	17.0	17.0	85.3529411764706	151.0	151.0	87.98675496688742	28.0	28.0	89.64285714285714
Pasteurella multocida subsp. multocida HB01	1339255	strain	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	63.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	63.0
Pasteurella multocida subsp. septica	115545	subspecies	8.0	8.0	84.5	0.0	0.0	-inf	0.0	0.0	-inf	2.0	2.0	81.5	0.0	0.0	-inf	8.0	8.0	84.5	0.0	0.0	-inf	0.0	0.0	-inf	2.0	2.0	81.5	0.0	0.0	-inf
Pasteurella multocida subsp. gallicida	123812	subspecies	2.0	1.0	72.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	2.0	1.0	72.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Pasteurella multocida subsp. gallicida P1059	1169409	strain	1.0	1.0	75.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	75.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Pasteurella multocida OH1905	1304890	strain	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	76.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	76.0	0.0	0.0	-inf
Pasteurella dagmatis	754	species	11.0	11.0	75.54545454545455	0.0	0.0	-inf	4.0	4.0	93.0	0.0	0.0	-inf	0.0	0.0	-inf	11.0	11.0	75.54545454545455	0.0	0.0	-inf	4.0	4.0	93.0	0.0	0.0	-inf	0.0	0.0	-inf
Pasteurella skyensis	97481	species	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	15.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	15.0
unclassified Pasteurella	2621516	no_rank	22.0	0.0	80.18181818181819	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	22.0	0.0	80.18181818181819	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Pasteurella sp. XG20	2844383	species	22.0	22.0	80.18181818181819	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	22.0	22.0	80.18181818181819	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Pasteurella atlantica	2827233	species	0.0	0.0	-inf	1.0	1.0	16.0	0.0	0.0	-inf	1.0	1.0	91.0	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	16.0	0.0	0.0	-inf	1.0	1.0	91.0	0.0	0.0	-inf
Mannheimia	75984	genus	22.0	2.0	76.95454545454547	0.0	0.0	-inf	7.0	0.0	64.14285714285714	6.0	0.0	61.333333333333336	2.0	1.0	66.5	22.0	2.0	76.95454545454547	0.0	0.0	-inf	7.0	0.0	64.14285714285714	6.0	0.0	61.333333333333336	2.0	1.0	66.5
Mannheimia haemolytica	75985	species	7.0	6.0	77.28571428571429	0.0	0.0	-inf	4.0	4.0	77.75	0.0	0.0	-inf	0.0	0.0	-inf	7.0	6.0	77.28571428571429	0.0	0.0	-inf	4.0	4.0	77.75	0.0	0.0	-inf	0.0	0.0	-inf
Mannheimia haemolytica USDA-ARS-USMARC-184	1222034	strain	1.0	1.0	57.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	57.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Mannheimia granulomatis	85402	species	1.0	1.0	56.0	0.0	0.0	-inf	0.0	0.0	-inf	2.0	2.0	67.5	1.0	1.0	43.0	1.0	1.0	56.0	0.0	0.0	-inf	0.0	0.0	-inf	2.0	2.0	67.5	1.0	1.0	43.0
Mannheimia varigena	85404	species	11.0	0.0	81.0	0.0	0.0	-inf	1.0	1.0	67.0	2.0	0.0	58.5	0.0	0.0	-inf	11.0	0.0	81.0	0.0	0.0	-inf	1.0	1.0	67.0	2.0	0.0	58.5	0.0	0.0	-inf
Mannheimia varigena USDA-ARS-USMARC-1296	1433287	strain	2.0	2.0	74.0	0.0	0.0	-inf	0.0	0.0	-inf	2.0	2.0	58.5	0.0	0.0	-inf	2.0	2.0	74.0	0.0	0.0	-inf	0.0	0.0	-inf	2.0	2.0	58.5	0.0	0.0	-inf
Mannheimia varigena USDA-ARS-USMARC-1312	1434214	strain	9.0	9.0	82.55555555555556	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	9.0	9.0	82.55555555555556	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Mannheimia pernigra	111844	species	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	57.0	2.0	2.0	58.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	57.0	2.0	2.0	58.0	0.0	0.0	-inf
unclassified Mannheimia	2645054	no_rank	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	14.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	14.0	0.0	0.0	-inf	0.0	0.0	-inf
Mannheimia sp. USDA-ARS-USMARC-1261	1432056	species	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	14.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	14.0	0.0	0.0	-inf	0.0	0.0	-inf
Mannheimia bovis	2770636	species	1.0	1.0	32.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	32.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Bisgaardia	109471	genus	2.0	0.0	58.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	2.0	0.0	58.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Bisgaardia hudsonensis	109472	species	2.0	2.0	58.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	2.0	2.0	58.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Gallibacterium	155493	genus	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	71.0	1.0	0.0	77.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	71.0	1.0	0.0	77.0	0.0	0.0	-inf
Gallibacterium anatis	750	species	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	71.0	1.0	0.0	77.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	71.0	1.0	0.0	77.0	0.0	0.0	-inf
Gallibacterium anatis UMN179	1005058	strain	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	71.0	1.0	1.0	77.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	71.0	1.0	1.0	77.0	0.0	0.0	-inf
Histophilus	214906	genus	8.0	0.0	65.875	0.0	0.0	-inf	4.0	0.0	67.0	1.0	0.0	81.0	0.0	0.0	-inf	8.0	0.0	65.875	0.0	0.0	-inf	4.0	0.0	67.0	1.0	0.0	81.0	0.0	0.0	-inf
Histophilus somni	731	species	8.0	4.0	65.875	0.0	0.0	-inf	4.0	1.0	67.0	1.0	1.0	81.0	0.0	0.0	-inf	8.0	4.0	65.875	0.0	0.0	-inf	4.0	1.0	67.0	1.0	1.0	81.0	0.0	0.0	-inf
Histophilus somni 129PT	205914	strain	4.0	4.0	73.0	0.0	0.0	-inf	3.0	3.0	70.33333333333333	0.0	0.0	-inf	0.0	0.0	-inf	4.0	4.0	73.0	0.0	0.0	-inf	3.0	3.0	70.33333333333333	0.0	0.0	-inf	0.0	0.0	-inf
Avibacterium	292486	genus	49.0	0.0	71.44897959183673	0.0	0.0	-inf	4.0	0.0	68.25	5.0	0.0	65.8	1.0	0.0	77.0	49.0	0.0	71.44897959183673	0.0	0.0	-inf	4.0	0.0	68.25	5.0	0.0	65.8	1.0	0.0	77.0
Avibacterium paragallinarum	728	species	36.0	36.0	71.22222222222223	0.0	0.0	-inf	3.0	3.0	68.33333333333333	1.0	1.0	61.0	1.0	1.0	77.0	36.0	36.0	71.22222222222223	0.0	0.0	-inf	3.0	3.0	68.33333333333333	1.0	1.0	61.0	1.0	1.0	77.0
Avibacterium volantium	762	species	13.0	13.0	72.07692307692308	0.0	0.0	-inf	1.0	1.0	68.0	4.0	4.0	67.0	0.0	0.0	-inf	13.0	13.0	72.07692307692308	0.0	0.0	-inf	1.0	1.0	68.0	4.0	4.0	67.0	0.0	0.0	-inf
Aggregatibacter	416916	genus	47.0	0.0	76.61702127659575	0.0	0.0	-inf	3.0	0.0	74.33333333333333	0.0	0.0	-inf	5.0	0.0	90.0	47.0	0.0	76.61702127659575	0.0	0.0	-inf	3.0	0.0	74.33333333333333	0.0	0.0	-inf	5.0	0.0	90.0
Aggregatibacter actinomycetemcomitans	714	species	1.0	0.0	38.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	5.0	4.0	90.0	1.0	0.0	38.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	5.0	4.0	90.0
Aggregatibacter actinomycetemcomitans HK1651	272556	strain	1.0	1.0	38.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	38.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Aggregatibacter actinomycetemcomitans D7S-1	694569	strain	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	83.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	83.0
Aggregatibacter aphrophilus	732	species	13.0	7.0	79.6923076923077	0.0	0.0	-inf	3.0	0.0	74.33333333333333	0.0	0.0	-inf	0.0	0.0	-inf	13.0	7.0	79.6923076923077	0.0	0.0	-inf	3.0	0.0	74.33333333333333	0.0	0.0	-inf	0.0	0.0	-inf
Aggregatibacter aphrophilus NJ8700	634176	strain	6.0	6.0	81.66666666666667	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	6.0	6.0	81.66666666666667	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Aggregatibacter aphrophilus ATCC 33389	985008	strain	0.0	0.0	-inf	0.0	0.0	-inf	3.0	3.0	74.33333333333333	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	3.0	3.0	74.33333333333333	0.0	0.0	-inf	0.0	0.0	-inf
Aggregatibacter segnis	739	species	32.0	24.0	76.65625	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	32.0	24.0	76.65625	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Aggregatibacter segnis ATCC 33393	888057	strain	8.0	8.0	70.25	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	8.0	8.0	70.25	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
unclassified Aggregatibacter	2639383	no_rank	1.0	0.0	74.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	74.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Aggregatibacter sp. oral taxon 513	712150	species	1.0	1.0	74.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	74.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Bibersteinia	476528	genus	1.0	0.0	68.0	0.0	0.0	-inf	137.0	0.0	75.44525547445255	9.0	0.0	76.11111111111111	0.0	0.0	-inf	1.0	0.0	68.0	0.0	0.0	-inf	137.0	0.0	75.44525547445255	9.0	0.0	76.11111111111111	0.0	0.0	-inf
Bibersteinia trehalosi	47735	species	1.0	0.0	68.0	0.0	0.0	-inf	137.0	0.0	75.44525547445255	9.0	0.0	76.11111111111111	0.0	0.0	-inf	1.0	0.0	68.0	0.0	0.0	-inf	137.0	0.0	75.44525547445255	9.0	0.0	76.11111111111111	0.0	0.0	-inf
Bibersteinia trehalosi USDA-ARS-USMARC-192	1171377	strain	0.0	0.0	-inf	0.0	0.0	-inf	2.0	2.0	86.5	7.0	7.0	75.14285714285714	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	2.0	2.0	86.5	7.0	7.0	75.14285714285714	0.0	0.0	-inf
Bibersteinia trehalosi USDA-ARS-USMARC-188	1263829	strain	0.0	0.0	-inf	0.0	0.0	-inf	87.0	87.0	73.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	87.0	87.0	73.0	0.0	0.0	-inf	0.0	0.0	-inf
Bibersteinia trehalosi USDA-ARS-USMARC-189	1263831	strain	1.0	1.0	68.0	0.0	0.0	-inf	48.0	48.0	79.41666666666667	2.0	2.0	79.5	0.0	0.0	-inf	1.0	1.0	68.0	0.0	0.0	-inf	48.0	48.0	79.41666666666667	2.0	2.0	79.5	0.0	0.0	-inf
Basfia	697331	genus	1.0	0.0	42.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	42.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
[Mannheimia] succiniciproducens	157673	species	1.0	0.0	42.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	0.0	42.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
[Mannheimia] succiniciproducens MBEL55E	221988	strain	1.0	1.0	42.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	1.0	1.0	42.0	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf
Otariodibacter	1249016	genus	0.0	0.0	-inf	0.0	0.0	-inf	52.0	0.0	80.98076923076923	4.0	0.0	66.5	2.0	0.0	89.5	0.0	0.0	-inf	0.0	0.0	-inf	52.0	0.0	80.98076923076923	4.0	0.0	66.5	2.0	0.0	89.5
Otariodibacter oris	1032623	species	0.0	0.0	-inf	0.0	0.0	-inf	52.0	52.0	80.98076923076923	4.0	4.0	66.5	2.0	2.0	89.5	0.0	0.0	-inf	0.0	0.0	-inf	52.0	52.0	80.98076923076923	4.0	4.0	66.5	2.0	2.0	89.5
Frederiksenia	1649317	genus	12.0	0.0	85.16666666666667	0.0	0.0	-inf	104.0	0.0	84.65384615384616	282.0	0.0	86.79078014184397	105.0	0.0	88.64761904761905	12.0	0.0	85.16666666666667	0.0	0.0	-inf	104.0	0.0	84.65384615384616	282.0	0.0	86.79078014184397	105.0	0.0	88.64761904761905
Frederiksenia canicola	123824	species	12.0	12.0	85.16666666666667	0.0	0.0	-inf	104.0	104.0	84.65384615384616	282.0	282.0	86.79078014184397	105.0	105.0	88.64761904761905	12.0	12.0	85.16666666666667	0.0	0.0	-inf	104.0	104.0	84.65384615384616	282.0	282.0	86.79078014184397	105.0	105.0	88.64761904761905
Rodentibacter	1960084	genus	0.0	0.0	-inf	0.0	0.0	-inf	2.0	0.0	80.5	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	2.0	0.0	80.5	0.0	0.0	-inf	0.0	0.0	-inf
unclassified Rodentibacter	2639839	no_rank	0.0	0.0	-inf	0.0	0.0	-inf	2.0	0.0	80.5	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	2.0	0.0	80.5	0.0	0.0	-inf	0.0	0.0	-inf
Rodentibacter sp. DSM 111151	2778911	species	0.0	0.0	-inf	0.0	0.0	-inf	2.0	2.0	80.5	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	0.0	0.0	-inf	2.0	2.0	80.5	0.0	0.0	-inf	0.0	0.0	-inf
